                    1                    1  0.33333333333333331       0.20000000000000001       0.40726461724092394     
                    1                    2  0.33333333333333331       0.40000000000000002       0.49748324570532793     
                    1                    3  0.33333333333333331       0.60000000000000009       0.60759607992610842     
                    1                    4  0.33333333333333331       0.80000000000000004       0.74200706509139924     
                    2                    1  0.66666666666666663       0.20000000000000001       0.81452374994225973     
                    2                    2  0.66666666666666663       0.40000000000000002       0.99495757548277941     
                    2                    3  0.66666666666666663       0.60000000000000009        1.2151831778504996     
                    2                    4  0.66666666666666663       0.80000000000000004        1.4840085373271046     
                    3                    1   1.0000000000000000       0.20000000000000001        1.2217662103262930     
                    3                    2   1.0000000000000000       0.40000000000000002        1.4924047251875283     
                    3                    3   1.0000000000000000       0.60000000000000009        1.8227427137594179     
                    3                    4   1.0000000000000000       0.80000000000000004        2.2259927022626136     
                    4                    1   1.3333333333333333       0.20000000000000001        1.6289636868236834     
                    4                    2   1.3333333333333333       0.40000000000000002        1.9897783033637066     
                    4                    3   1.3333333333333333       0.60000000000000009        2.4302265612738503     
                    4                    4   1.3333333333333333       0.80000000000000004        2.9679282548364769     
                    5                    1   1.6666666666666665       0.20000000000000001        2.0360423227376909     
                    5                    2   1.6666666666666665       0.40000000000000002        2.4869583885920155     
                    5                    3   1.6666666666666665       0.60000000000000009        3.0375055025750455     
                    5                    4   1.6666666666666665       0.80000000000000004        3.7097240667893039     
